simulation_id,site_id,site_name,ready_for_service,total_capex_usd,unlevered_npv_usd,unlevered_irr
104,S03,Atlas West,2029-07-01,1030899616.5162878,216504891.691638,0.21884665437409323
105,S01,Atlas East,2029-04-01,1471776193.3507369,82854240.15912962,0.14619482710576137
105,S02,Atlas Central,2029-10-01,2142252014.7660725,183375207.64455462,0.16760434925177448
105,S03,Atlas West,2030-04-01,1122910725.2972288,-23820774.99844694,0.10433800937610127
106,S01,Atlas East,2029-03-01,1599481495.1918588,-452469004.0494001,-0.02831959924365668
106,S02,Atlas Central,2029-09-01,2328134176.3348165,-536687150.92279816,-0.021273967533589233
106,S03,Atlas West,2030-03-01,1220345140.7760105,-347663386.12210643,-0.10621718519667545
107,S01,Atlas East,2028-11-01,1557289345.4965048,-10624577.94888568,0.1172266962236086
107,S02,Atlas Central,2029-05-01,2266721158.444913,166524796.04236627,0.15413213584643115
107,S03,Atlas West,2029-11-01,1188154093.2306666,19467220.82233417,0.1296177583416318
108,S01,Atlas East,2028-06-01,1428058944.0988913,-149646422.5352081,0.0817345092849473
108,S02,Atlas Central,2028-12-01,2078619129.7439418,-34026793.42554402,0.11331710929942873
108,S03,Atlas West,2029-06-01,1089556083.2754502,-67806962.2474693,0.08870404139546362
109,S01,Atlas East,2028-11-01,1342920558.4475014,30576153.054477096,0.1291314772028731
109,S02,Atlas Central,2029-05-01,1954695479.5180302,211748604.7345991,0.16959535874902554
109,S03,Atlas West,2029-11-01,1024598648.2969829,45559663.40531647,0.14578481592536896
110,S01,Atlas East,2029-01-01,1456869265.4980578,105260932.42884445,0.15027492234303508
110,S02,Atlas Central,2029-07-01,2120554153.11384,300741076.15972924,0.18892060157717028
110,S03,Atlas West,2030-01-01,1111537291.454074,68274381.22582746,0.15846260497225928
111,S01,Atlas East,2028-08-01,1630642396.8868637,-330570996.9657141,0.03782116571018479
111,S02,Atlas Central,2029-02-01,2373490599.913102,-307313114.5840812,0.06073864526789641
111,S03,Atlas West,2029-08-01,1244119754.6618292,-202245187.59256637,0.028007564771656224
112,S01,Atlas East,2029-01-01,1741911548.5106745,-401172991.3285326,0.009826119887910156
112,S02,Atlas Central,2029-07-01,2535449031.721093,-419592826.8465221,0.028695446021494986
112,S03,Atlas West,2030-01-01,1329013996.2711074,-281692463.1643864,-0.029093074090078663
113,S01,Atlas East,2029-05-01,1553067342.7666502,17991567.100466847,0.1256763050114864
113,S02,Atlas Central,2029-11-01,2260575798.915902,57337729.24605608,0.13502463597965053
113,S03,Atlas West,2030-05-01,1184932861.518259,-98762063.07952988,0.053898904365380806
114,S01,Atlas East,2028-07-01,1460868206.8165622,-363103755.60962784,0.020069574358141162
114,S02,Atlas Central,2029-01-01,2126374834.3663297,-361721038.0623677,0.043282117991878755
114,S03,Atlas West,2029-07-01,1114588335.571155,-227510259.9188075,0.006442104361299439
115,S01,Atlas East,2028-11-01,1455770275.4506319,-46836709.75930345,0.10679773340441168
115,S02,Atlas Central,2029-05-01,2118954512.0448086,107236218.42020464,0.14369924074212626
115,S03,Atlas West,2029-11-01,1110698802.7512228,-7260263.017811775,0.1161309458422537
116,S01,Atlas East,2028-08-01,1636502297.9089088,-221942885.93391526,0.06670648513008448
116,S02,Atlas Central,2029-02-01,2382020011.4007454,-146327917.62762904,0.0927110505594726
116,S03,Atlas West,2029-08-01,1248590642.1082788,-123204458.0427984,0.06576015802269897
117,S01,Atlas East,2028-12-01,1518799031.7013645,-79009100.02517748,0.09781843822535818
117,S02,Atlas Central,2029-06-01,2210696368.3653197,50045100.94917655,0.13109374333031587
117,S03,Atlas West,2029-12-01,1158787409.3721523,-43478966.503739595,0.09659314134571173
118,S01,Atlas East,2028-07-01,1624103694.549994,-228185582.10310817,0.06622124477181024
118,S02,Atlas Central,2029-01-01,2363973155.400547,-151284809.67285633,0.09242731932245074
118,S03,Atlas West,2029-07-01,1239130966.9529586,-126404482.13291597,0.06581215194517864
119,S01,Atlas East,2028-09-01,1487795630.7963288,213695221.4599241,0.1720155964668828
119,S02,Atlas Central,2029-03-01,2165569195.936879,491981401.0354407,0.2134683543747402
119,S03,Atlas West,2029-09-01,1135132962.7557175,191026055.5200776,0.20649431342631486
120,S01,Atlas East,2029-01-01,1413343792.8995707,67108139.83690083,0.14010681672183845
120,S02,Atlas Central,2029-07-01,2057200409.6649308,236679218.75735044,0.17648136465611275
120,S03,Atlas West,2030-01-01,1078328967.9159687,39211793.51510143,0.1429929588031862
121,S01,Atlas East,2028-10-01,1476973219.1770234,-390431835.221246,0.0030109185335638333
121,S02,Atlas Central,2029-04-01,2149816574.57989,-394975304.7789695,0.028071636082454443
121,S03,Atlas West,2029-10-01,1126875863.5202475,-245660243.7223389,-0.016276958396890695
122,S01,Atlas East,2028-08-01,1365804813.625588,-18294103.702771544,0.11501733706514505
122,S02,Atlas Central,2029-02-01,1988004784.277245,141734756.52854657,0.1499390215757037
122,S03,Atlas West,2029-08-01,1042058487.4328561,21012240.091988325,0.13052379168964534
123,S01,Atlas East,2028-06-01,1465334313.9422982,-334734894.8673154,0.03160990991580026
123,S02,Atlas Central,2028-12-01,2132875501.4049008,-314716694.8971467,0.056175174367169456
123,S03,Atlas West,2029-06-01,1117995809.8967164,-205039587.56044328,0.022463644150749307
124,S01,Atlas East,2028-09-01,1472990204.086605,-304103771.51828194,0.03378340785024325
124,S02,Atlas Central,2029-03-01,2144019074.83717,-284553794.72825,0.05724088467556121
124,S03,Atlas West,2029-09-01,1123836970.525336,-187976997.76274908,0.02170312196694235
125,S01,Atlas East,2028-10-01,1491195871.9676323,-78077249.03515518,0.09895522023776482
125,S02,Atlas Central,2029-04-01,2170518435.863998,54066658.96585131,0.13139828149804855
125,S03,Atlas West,2029-10-01,1137727220.8345637,-26598010.514481783,0.10659413871690604
126,S01,Atlas East,2028-08-01,1450853944.7656355,-114906200.43857563,0.08968691542517715
126,S02,Atlas Central,2029-02-01,2111798519.603314,1509688.296230793,0.12030896667444879
126,S03,Atlas West,2029-08-01,1106947824.5248923,-48636798.312608,0.09644169918264556
127,S01,Atlas East,2028-08-01,1657582456.5265875,-417852467.77267015,0.015315151178443065
127,S02,Atlas Central,2029-02-01,2412703353.3886995,-431126960.4724908,0.03630950105699471
127,S03,Atlas West,2029-08-01,1264674022.386952,-262863438.588431,-0.0002408845360387657
128,S01,Atlas East,2028-06-01,1397373936.6124148,112605264.63311708,0.1473385455780416
128,S02,Atlas Central,2028-12-01,2033955396.624737,333131728.6185925,0.18246026163456652
128,S03,Atlas West,2029-06-01,1066144559.0450276,114031183.34210229,0.17031369360858473
129,S01,Atlas East,2028-06-01,1527442559.341667,-203248457.53506398,0.07066464637218406
129,S02,Atlas Central,2028-12-01,2223277503.0417595,-119681610.3962276,0.09762797666655221
129,S03,Atlas West,2029-06-01,1165382100.8310497,-110445800.00941312,0.07156662311368422
130,S01,Atlas East,2028-05-01,1613617132.6006203,-90883913.46787846,0.10033149673509811
130,S02,Atlas Central,2028-11-01,2348709381.8964586,48979062.951220036,0.12815927709341834
130,S03,Atlas West,2029-05-01,1231130108.5767698,-28955495.198071122,0.1087260502227203
131,S01,Atlas East,2028-08-01,1649784558.9359438,-115322744.93300056,0.09331196694325472
131,S02,Atlas Central,2029-02-01,2401353080.228985,15234149.115502834,0.12273993233771918
131,S03,Atlas West,2029-08-01,1258724515.3363125,-44076593.04740572,0.10126973180951038
132,S01,Atlas East,2029-01-01,1449868520.5085454,10430538.105769634,0.12308901413135254
132,S02,Atlas Central,2029-07-01,2110364179.851327,167950519.56542993,0.15953978050638185
132,S03,Atlas West,2030-01-01,1106195982.3139272,4822746.425632,0.12278793023660906
133,S01,Atlas East,2028-08-01,1372210129.8560088,-324421955.70927393,0.02284978299532625
133,S02,Atlas Central,2029-02-01,1997328077.9015238,-311492397.90926147,0.047949409122467035
133,S03,Atlas West,2029-08-01,1046945506.4827325,-201390543.89985883,0.009836879078796157
134,S01,Atlas East,2028-12-01,1555515969.3662014,41426240.744561434,0.13101664324730677
134,S02,Atlas Central,2029-06-01,2264139910.96636,224921157.74267888,0.16733486867718228
134,S03,Atlas West,2029-12-01,1186801072.9238427,40021515.23079944,0.14047698077456605
135,S01,Atlas East,2028-07-01,1399376168.5714388,79014671.35703099,0.13993176162243648
135,S02,Atlas Central,2029-01-01,2036869756.4762058,281825566.0650542,0.17503730534492346
135,S03,Atlas West,2029-07-01,1067672187.8730237,88158314.16278934,0.16066522234644265
136,S01,Atlas East,2028-04-01,1331111834.3226118,191913286.34126997,0.16536851693125465
136,S02,Atlas Central,2028-10-01,1937507225.5140238,458674909.69454765,0.20300278990432719
136,S03,Atlas West,2029-04-01,1015589029.1498445,173865909.0664041,0.1936074010576787
137,S01,Atlas East,2029-02-01,1503551096.4760075,-122498093.95022702,0.08252145642147202
137,S02,Atlas Central,2029-08-01,2188502151.5373,-44679822.72227502,0.10905574781897909
137,S03,Atlas West,2030-02-01,1147153799.5335464,-107175946.07646847,0.05512598821552395
138,S01,Atlas East,2028-08-01,1540859419.875352,31686111.94363928,0.1275606732942649
138,S02,Atlas Central,2029-02-01,2242806488.929679,219198087.87102008,0.16070521428820173
138,S03,Atlas West,2029-08-01,1175618668.4974906,57456143.52200997,0.14526023042856262
139,S01,Atlas East,2029-02-01,1433338943.4170961,7847370.129040122,0.1224305332059048
139,S02,Atlas Central,2029-08-01,2086304462.0848846,140718654.2360022,0.15494231748453036
139,S03,Atlas West,2030-02-01,1093584527.1997106,-17422897.384125233,0.10927737574341578
140,S01,Atlas East,2028-12-01,1512026052.9837093,-43957729.85178566,0.10771835502222027
140,S02,Atlas Central,2029-06-01,2200837921.565177,113348111.13014889,0.14496175965093205
140,S03,Atlas West,2029-12-01,1153619877.4616451,-13775643.809406042,0.11262559917905568
141,S01,Atlas East,2028-05-01,1588248690.8054383,-246628731.88888836,0.0634705811828924
141,S02,Atlas Central,2028-11-01,2311784205.5056934,-174065439.88689208,0.08937604672975175
141,S03,Atlas West,2029-05-01,1211774927.058964,-138571182.88742137,0.06303959717680763
142,S01,Atlas East,2028-09-01,1546982143.1046736,-349449519.5726372,0.024802416486462864
142,S02,Atlas Central,2029-03-01,2251718452.741247,-326898889.44767714,0.050961557253909495
142,S03,Atlas West,2029-09-01,1180290079.5539362,-210862681.8610617,0.014450354684020006
143,S01,Atlas East,2029-02-01,1645835067.1216273,-253626664.34075332,0.0465863426820432
143,S02,Atlas Central,2029-08-01,2395604375.477036,-231653110.67300224,0.06635656993731587
143,S03,Atlas West,2030-02-01,1255711199.3594642,-198316104.9148599,0.007017930582006837
144,S01,Atlas East,2028-09-01,1498404301.4892392,37549583.161862135,0.1294724918569532
144,S02,Atlas Central,2029-03-01,2181010705.501004,233140485.7586131,0.16584408996718447
144,S03,Atlas West,2029-09-01,1143226985.580679,64356132.642768145,0.1501096529046666
145,S01,Atlas East,2028-06-01,1640585625.6074743,-195932663.8051772,0.0760792676135531
145,S02,Atlas Central,2028-12-01,2387963521.7175465,-87145516.0426178,0.10496089512440965
145,S03,Atlas West,2029-06-01,1251706069.907925,-95857984.32385564,0.08121347198272355
146,S01,Atlas East,2028-12-01,1337480732.309403,307655549.8203598,0.20845372803499496
146,S02,Atlas Central,2029-06-01,1946777510.3614645,604062338.0388317,0.2575622825351913
146,S03,Atlas West,2029-12-01,1020448262.4286556,226048676.40332556,0.24591748718973183
147,S01,Atlas East,2028-09-01,1450045621.7725577,-20355848.996614814,0.11461426669371844
147,S02,Atlas Central,2029-03-01,2110621960.5800562,143569584.66247988,0.14958235397828856
147,S03,Atlas West,2029-09-01,1106331104.0190625,20937427.93802631,0.130264113400405
148,S01,Atlas East,2029-03-01,1485606463.893633,-178243195.29128027,0.061995078753521726
148,S02,Atlas Central,2029-09-01,2162382741.8896217,-150235373.03576517,0.08052412734881886
148,S03,Atlas West,2030-03-01,1133462709.4892163,-164151020.9101019,0.012583492572467714
149,S01,Atlas East,2028-07-01,1547632103.5725303,-258902405.851017,0.05535432681606123
149,S02,Atlas Central,2029-01-01,2252664506.3111277,-189082961.13845897,0.08360072641627081
149,S03,Atlas West,2029-07-01,1180785975.318301,-144161846.56799233,0.05467628199953456
150,S01,Atlas East,2028-12-01,1627651963.9162025,-301373871.69431484,0.03611212939455566
150,S02,Atlas Central,2029-06-01,2369137858.589139,-271940440.30596113,0.06034649774339118
150,S03,Atlas West,2029-12-01,1241838165.0619915,-200247275.44942057,0.01378471800477743
151,S01,Atlas East,2028-09-01,1434893583.767946,-166092769.83048284,0.07358603281601228
151,S02,Atlas Central,2029-03-01,2088567327.4844546,-81485350.11348343,0.10227793006997699
151,S03,Atlas West,2029-09-01,1094770660.2081366,-88843591.75802302,0.07410220930091471
152,S01,Atlas East,2028-10-01,1386723983.82288,-24292146.2931571,0.11306061923466748
152,S02,Atlas Central,2029-04-01,2018453798.6755254,123630710.86400676,0.14762198007848704
152,S03,Atlas West,2029-10-01,1058019039.5093086,8811743.06676054,0.1247139426127919
153,S01,Atlas East,2029-02-01,1709134396.140109,-167574741.62410474,0.07458075082696602
153,S02,Atlas Central,2029-08-01,2487740065.4928255,-85022328.32264304,0.10156729685552834
153,S03,Atlas West,2030-02-01,1304006242.980972,-134267054.9941846,0.04818760667169708
154,S01,Atlas East,2028-08-01,1508118953.1147227,-273728914.3375348,0.047218509630004624
154,S02,Atlas Central,2029-02-01,2195150920.644763,-224100414.73181844,0.07388563273025439
154,S03,Atlas West,2029-08-01,1150638904.9690108,-160427560.62883198,0.04200328439960943
155,S01,Atlas East,2028-07-01,1433228169.722728,-175641028.5030892,0.07352191875890268
155,S02,Atlas Central,2029-01-01,2086143224.8186374,-83065030.48171759,0.10304267584820637
155,S03,Atlas West,2029-07-01,1093500010.9736369,-91088845.80580413,0.07616538261574246
156,S01,Atlas East,2028-08-01,1462232640.5587282,-51068911.54683435,0.10687649798982468
156,S02,Atlas Central,2029-02-01,2128360843.4799268,100932003.19602871,0.14012275047013767
156,S03,Atlas West,2029-08-01,1115629347.9818444,-217265.07020699978,0.11989742674677539
157,S01,Atlas East,2029-03-01,1390719003.2762043,137564262.9663334,0.1637887368312947
157,S02,Atlas Central,2029-09-01,2024268771.435364,294291813.39690137,0.19605936264996626
157,S03,Atlas West,2030-03-01,1061067091.3885112,43500625.50979936,0.14823724129152738
158,S01,Atlas East,2028-07-01,1472255983.4407969,-34089070.43926895,0.11157186363217697
158,S02,Atlas Central,2029-01-01,2142950375.8971598,120296429.03945589,0.14302136081455075
158,S03,Atlas West,2029-07-01,1123276787.3659413,8489967.343631983,0.12383162548740834
159,S01,Atlas East,2029-02-01,1454843684.5224864,-53246223.07036829,0.10348645182101768
159,S02,Atlas Central,2029-08-01,2117605807.4716194,51299826.822617054,0.13275312921577997
159,S03,Atlas West,2030-02-01,1109991848.1912303,-59676663.08321154,0.08328424878686236
160,S01,Atlas East,2029-03-01,1631429376.8001409,-82979697.33727431,0.09611459673528655
160,S02,Atlas Central,2029-09-01,2374636092.897983,-7589725.950119257,0.11823103966754833
160,S03,Atlas West,2030-03-01,1244720191.1882555,-105532501.15096474,0.058651811710643376
161,S01,Atlas East,2028-10-01,1477363445.121582,-115645773.43968594,0.08819758736058247
161,S02,Atlas Central,2029-04-01,2150384570.121414,-8415754.825292587,0.11818874731067752
161,S03,Atlas West,2029-10-01,1127173591.463133,-56180998.44487023,0.09110925202793885
162,S01,Atlas East,2029-03-01,1406287122.8782778,-1696389.336633563,0.1194459443787439
162,S02,Atlas Central,2029-09-01,2046929034.4117155,98885175.56822848,0.1461595973131875
162,S03,Atlas West,2030-03-01,1072944990.0478714,-46481228.7249167,0.08921799244250561
163,S01,Atlas East,2028-07-01,1648531814.4854288,-291297000.8589554,0.051311673609840014
163,S02,Atlas Central,2029-01-01,2399529641.084347,-238629238.60069036,0.07651893432463197
163,S03,Atlas West,2029-07-01,1257768717.7185123,-169324036.96997035,0.047471348417893244
164,S01,Atlas East,2028-10-01,1413994548.3643527,236158890.71112347,0.18170396863308858
164,S02,Atlas Central,2029-04-01,2058147620.3970025,522630381.0681932,0.22693801785117884
164,S03,Atlas West,2029-10-01,1078825470.2335432,202955906.7011423,0.21971546464370362
165,S01,Atlas East,2028-07-01,1651004479.8918123,-279465775.96800816,0.054371054063845126
165,S02,Atlas Central,2029-01-01,2403128742.953638,-229205526.12249374,0.07834983291324349
165,S03,Atlas West,2029-07-01,1259655269.8433828,-164682611.23688698,0.049657355154671734
166,S01,Atlas East,2028-11-01,1570700158.4053133,61258663.44767666,0.13556997140046767
166,S02,Atlas Central,2029-05-01,2286241341.6788454,262142971.8497808,0.1724669281519975
166,S03,Atlas West,2029-11-01,1198386046.7833133,66573332.25847244,0.15212759004840737
167,S01,Atlas East,2028-11-01,1309102507.851742,203257032.50650644,0.179269437767698
167,S02,Atlas Central,2029-05-01,1905471428.0953133,462334656.7611754,0.22597497854137338
167,S03,Atlas West,2029-11-01,998796728.2128105,167041668.16588402,0.21277628927353276
168,S01,Atlas East,2028-07-01,1402427014.9628234,131508856.51039886,0.15261616300712166
168,S02,Atlas Central,2029-01-01,2041310432.8903317,360266170.161782,0.18921852073011003
168,S03,Atlas West,2029-07-01,1069999870.6753392,127363585.29185045,0.17781249317472536
169,S01,Atlas East,2028-12-01,1483956567.3494515,-12304990.30345869,0.11652215270158872
169,S02,Atlas Central,2029-06-01,2159981225.808646,146473648.14694023,0.1526861521808891
169,S03,Atlas West,2029-12-01,1132203899.5332851,3002312.670473337,0.12162915193933288
170,S01,Atlas East,2028-08-01,1410799291.8179088,-81920749.66384232,0.09799859586327297
170,S02,Atlas Central,2029-02-01,2053496746.9794009,60683947.532538176,0.1326137229019584
170,S03,Atlas West,2029-08-01,1076387607.8314414,-20160512.770844936,0.11007040227041731
171,S01,Atlas East,2029-02-01,1570249516.8813407,116891095.84428906,0.15218683264436428
171,S02,Atlas Central,2029-08-01,2285585407.9050627,305759520.09712076,0.1876861152227003
171,S03,Atlas West,2030-02-01,1198042223.9909487,55042046.26758063,0.15022265984188898
172,S01,Atlas East,2029-03-01,1461090069.5901766,56864233.56777501,0.13762625829062025
172,S02,Atlas Central,2029-09-01,2126697767.959035,184230927.3479643,0.1663022253844506
172,S03,Atlas West,2030-03-01,1114757608.6502829,-9676305.249400854,0.11390818958305204
173,S01,Atlas East,2028-10-01,1642455472.5599015,-255224568.36143637,0.05471328514970941
173,S02,Atlas Central,2029-04-01,2390685187.83719,-188717504.11447597,0.0823013454676138
173,S03,Atlas West,2029-10-01,1253132693.879036,-147148054.80446625,0.04992782884851166
174,S01,Atlas East,2028-09-01,1392719999.3158855,-159952942.71754324,0.07400961928850691
174,S02,Atlas Central,2029-03-01,2027181332.3375669,-70104062.59249067,0.10433325278530448
174,S03,Atlas West,2029-09-01,1062593777.2558239,-83104974.66906786,0.07585332086078744
175,S01,Atlas East,2028-05-01,1451824805.879514,-126332995.77111876,0.08927743536000854
175,S02,Atlas Central,2028-11-01,2113211661.8912926,-8754063.089327335,0.11836574322977267
175,S03,Atlas West,2029-05-01,1107688555.5969625,-55207815.98233187,0.09587974332630322
176,S01,Atlas East,2028-11-01,1394077313.0726485,-88896903.52947128,0.09349378907955641
176,S02,Atlas Central,2029-05-01,2029156977.9168553,28830680.85217595,0.12674545223800293
176,S03,Atlas West,2029-11-01,1063629357.3813543,-43620684.04553294,0.09539525029247264
177,S01,Atlas East,2029-02-01,1418715774.0815196,105147731.52787483,0.15206719840479632
177,S02,Atlas Central,2029-08-01,2065019626.7186568,279040944.05559087,0.18833335278901653
177,S03,Atlas West,2030-02-01,1082427590.59553,48831007.82354534,0.14968361821027454
178,S01,Atlas East,2028-08-01,1529044382.2007926,-215847012.85181057,0.06445077910039454
178,S02,Atlas Central,2029-02-01,2225609045.203376,-129873932.13454866,0.09414013310738834
178,S03,Atlas West,2029-08-01,1166604232.34579,-114980800.52335751,0.06587769934967502
179,S01,Atlas East,2028-05-01,1469018491.019836,54431360.738821745,0.132463030686359
179,S02,Atlas Central,2028-11-01,2138238025.8177612,261532818.72387195,0.16601833653534803
179,S03,Atlas West,2029-05-01,1120806700.5558748,76234997.22853553,0.15142433017822277
180,S01,Atlas East,2029-01-01,1450787961.6576366,8194535.937127709,0.12242808746486733
180,S02,Atlas Central,2029-07-01,2111702477.5238934,159725169.96604252,0.15764942164498574
180,S03,Atlas West,2030-01-01,1106897481.857308,1765893.6936810017,0.12102159275662516
181,S01,Atlas East,2028-08-01,1645890708.9086378,55350666.79533434,0.13232242776883485
181,S02,Atlas Central,2029-02-01,2395685365.1892395,272778644.44516826,0.16721059149106954
181,S03,Atlas West,2029-08-01,1255753651.9821458,81563183.21841931,0.1534064420114729
182,S01,Atlas East,2028-12-01,1575098830.205646,-180417418.2373172,0.0697825194787538
182,S02,Atlas Central,2029-06-01,2292643852.854885,-94438645.5569148,0.09927057754716162
182,S03,Atlas West,2029-12-01,1201742070.4531965,-114297917.29310417,0.059190542674221636
183,S01,Atlas East,2028-08-01,1434456194.2588615,-46578775.73123312,0.10780630537352875
183,S02,Atlas Central,2029-02-01,2087930682.7545657,103925621.40525842,0.1411039143555335
183,S03,Atlas West,2029-08-01,1094436948.2123168,997331.6707770824,0.12047976173467978
184,S01,Atlas East,2029-02-01,1407668262.6541686,-219147543.08383644,0.045822414480113816
184,S02,Atlas Central,2029-08-01,2048939360.085512,-196252969.99590373,0.06694523856569923
184,S03,Atlas West,2030-02-01,1073998748.543551,-172562953.07344317,0.005017694815898199
185,S01,Atlas East,2028-07-01,1579605567.5255828,-205591178.91996217,0.0704362258722
185,S02,Atlas Central,2029-01-01,2299203659.398349,-126732142.34965253,0.09635290114400874
185,S03,Atlas West,2029-07-01,1205180544.112111,-113054156.54165864,0.07037048483106867
186,S01,Atlas East,2028-07-01,1474490480.9703896,64541973.61603212,0.13550338854358546
186,S02,Atlas Central,2029-01-01,2146202811.1902337,276443957.86651945,0.17137398936566206
186,S03,Atlas West,2029-07-01,1124981626.2218528,85274609.821679,0.15740353624791603
187,S01,Atlas East,2028-07-01,1586099949.1279635,-245622507.57151365,0.060447091967740674
187,S02,Atlas Central,2029-01-01,2308656592.6195917,-172189046.27443504,0.08776475185236832
187,S03,Atlas West,2029-07-01,1210135516.742076,-136003804.44956672,0.0600941267713786
188,S01,Atlas East,2029-01-01,1410514224.9008415,-18567876.77774906,0.11429702468731429
188,S02,Atlas Central,2029-07-01,2053081816.2445583,118641535.5927012,0.1489581130785378
188,S03,Atlas West,2030-01-01,1076170112.3317533,-16862897.798543096,0.10989843805316113
189,S01,Atlas East,2028-11-01,1722062822.2156334,-116157970.51965237,0.09190160618143794
189,S02,Atlas Central,2029-05-01,2506558107.8916445,24441581.548639774,0.12464350153837578
189,S03,Atlas West,2029-11-01,1313870153.2460017,-52516232.00309205,0.0960043811650848
190,S01,Atlas East,2029-04-01,1449850945.8252325,-122094744.23462045,0.07857088932007739
190,S02,Atlas Central,2029-10-01,2110338598.9233942,-97111179.00632524,0.09309267518730735
190,S03,Atlas West,2030-04-01,1106182573.4814737,-151107662.45183015,0.014417814871255041
191,S01,Atlas East,2028-08-01,1584783778.039196,-77604176.32109761,0.10149282012256511
191,S02,Atlas Central,2029-02-01,2306740832.479274,77013187.82446218,0.13424896399675945
191,S03,Atlas West,2029-08-01,1209131326.9484234,-13671099.138759017,0.11401659346898763
192,S01,Atlas East,2028-12-01,1590454601.3701432,-231818456.85630572,0.055168944214048166
192,S02,Atlas Central,2029-06-01,2314995030.8832083,-161217790.39590955,0.08452121007391744
192,S03,Atlas West,2029-12-01,1213457955.1194427,-147487307.0794772,0.04137428834746615
193,S01,Atlas East,2028-06-01,1402844984.7626781,-84928458.60648859,0.09832255503639509
193,S02,Atlas Central,2028-12-01,2041918811.1545653,45588518.50371218,0.12896754203312355
193,S03,Atlas West,2029-06-01,1070318766.1522657,-27123325.673522472,0.1074596694179597
194,S01,Atlas East,2028-09-01,1579717517.6162794,-347782937.8911077,0.027359051588864203
194,S02,Atlas Central,2029-03-01,2299366608.974807,-334089457.5973153,0.050827964732997444
194,S03,Atlas West,2029-09-01,1205265957.885013,-214059690.60210645,0.015028343053220983
195,S01,Atlas East,2028-07-01,1617246492.3382068,-25130719.44306135,0.11436729999260753
195,S02,Atlas Central,2029-01-01,2353992116.6256123,150440211.59292865,0.1461204192722967
195,S03,Atlas West,2029-07-01,1233899175.635817,22155934.255500674,0.12906218559280958
196,S01,Atlas East,2028-09-01,1565938571.4670734,-236372991.37001216,0.05852941543319301
196,S02,Atlas Central,2029-03-01,2279310587.357629,-166174602.02232194,0.08639919330002899
196,S03,Atlas West,2029-09-01,1194753132.3045077,-132335944.50231695,0.056530166834608986
197,S01,Atlas East,2028-09-01,1461454131.986258,-111466310.95698404,0.0899822352498294
197,S02,Atlas Central,2029-03-01,2127227681.0022204,2246046.769342661,0.12047132228586377
197,S03,Atlas West,2029-09-01,1115035374.7747006,-47656503.45612717,0.09623745409934803
198,S01,Atlas East,2028-06-01,1410493114.7288585,-172975917.86692977,0.0747430875184294
198,S02,Atlas Central,2028-12-01,2053051089.2164493,-80006597.51777935,0.10391168175848486
198,S03,Atlas West,2029-06-01,1076154006.0523882,-90215439.22957706,0.07737850480927966
199,S01,Atlas East,2028-07-01,1537674229.917468,-57186696.308906674,0.10637194639447611
199,S02,Atlas Central,2029-01-01,2238170267.9909816,91240165.81804395,0.13683312403922154
199,S03,Atlas West,2029-07-01,1173188486.5296235,-6745549.424783587,0.11706726345694385
200,S01,Atlas East,2029-02-01,1415578818.741842,-137345689.37082076,0.07504447779933199
200,S02,Atlas Central,2029-08-01,2060453613.9464595,-69774898.86770535,0.10174574267856351
200,S03,Atlas West,2030-02-01,1080034209.854887,-115168761.69960701,0.04553832344758235
201,S01,Atlas East,2028-10-01,1507570284.8219664,-111834041.03706264,0.0900026903878417
201,S02,Atlas Central,2029-04-01,2194352303.463084,20252232.38536215,0.12424052346887127
201,S03,Atlas West,2029-10-01,1150220291.3826852,-43518324.47892046,0.09821426610148531
202,S01,Atlas East,2028-11-01,1490342036.4414768,-109791746.02322102,0.08920869074111959
202,S02,Atlas Central,2029-05-01,2169275630.820372,5322176.438983917,0.12117168256660982
202,S03,Atlas West,2029-11-01,1137075775.9516454,-56681755.98838127,0.08995343244093923
203,S01,Atlas East,2028-10-01,1465537953.6776588,-163002435.0609584,0.07421286667201765
203,S02,Atlas Central,2029-04-01,2133171910.3530369,-68719310.75416327,0.10492972188553984
203,S03,Atlas West,2029-10-01,1118151179.4725842,-86225421.83578217,0.07481693189507133
204,S01,Atlas East,2028-11-01,1366096490.3939161,-200609649.2748921,0.05660935397967459
204,S02,Atlas Central,2029-05-01,1988429336.0178113,-143194066.07000327,0.08454368777021704
204,S03,Atlas West,2029-11-01,1042281026.004247,-125708334.78200316,0.04508743294340278
205,S01,Atlas East,2028-07-01,1632690777.4028516,-122602881.6894983,0.09210052408991443
205,S02,Atlas Central,2029-01-01,2376472131.5530396,4428915.346065998,0.12078058504789846
205,S03,Atlas West,2029-07-01,1245682593.129583,-49356469.015933156,0.09952692779216088
206,S01,Atlas East,2028-07-01,1517368151.0383492,-285005599.99867463,0.04671249648774345
206,S02,Atlas Central,2029-01-01,2208613642.066931,-237099963.6662581,0.07296615385032368
206,S03,Atlas West,2029-07-01,1157695700.4218516,-166987458.4580629,0.042036729649093996
207,S01,Atlas East,2028-07-01,1474474371.4989133,-125945968.2572633,0.08811851107597146
207,S02,Atlas Central,2029-01-01,2146179362.959529,-18225784.078856945,0.11642923675386307
207,S03,Atlas West,2029-07-01,1124969335.2917635,-58781770.90617597,0.0928641412851261
208,S01,Atlas East,2028-09-01,1360107699.3011937,11195812.707375407,0.12312842851875927
208,S02,Atlas Central,2029-03-01,1979712317.871738,177541988.07753515,0.1586593434910435
