site_id,month,site_name,region,it_load_mw,pue,total_facility_mw,target_power_ready,target_rfs,initial_gpu_count,target_gpu_count,price_per_gpu_hour,power_cost_per_mwh,fixed_opex_monthly,variable_opex_per_gpu_hour,utilization_at_rfs,utilization_mature,months_to_mature,gpu_ramp_months,equity_pct,debt_pct,debt_rate_annual,debt_tenor_years,minimum_equity_first_pct,commissioning,construction_start,design_complete,power_ready,ready_for_service,site_control,scenario,rfs_month,power_gate_open,commissioning_gate_open,rfs_gate_open,capex_usd,gpu_capex_usd,months_since_rfs,utilization,gpu_online,it_load_online_mw,facility_load_online_mw,gpu_hours_available,gpu_hours_sold,price_per_gpu_hour_scenario,revenue_usd,power_mwh,power_cost_usd,fixed_opex_usd,variable_opex_usd,opex_usd,ebitda_usd,equity_draw_usd,debt_draw_usd,interest_during_construction_usd,cash_interest_usd,principal_repayment_usd,ending_debt_balance_usd,debt_service_usd,taxable_income_proxy_usd,cash_tax_usd,operating_cash_flow_usd,unlevered_free_cash_flow_usd,equity_cash_flow_usd,net_cash_flow_post_financing_usd
S01,2030-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,25,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2905052.7197581995,7878109.070530712,456930326.0907813,10783161.79028891,14363662.4802418,3590915.62006045,13677799.57993955,13677799.57993955,2894637.7896506395,2894637.7896506395
S01,2030-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,26,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2855814.5380673828,7878109.070530712,449052217.02025056,10733923.608598094,13720361.461932618,3430090.3654831545,13146085.634516846,13146085.634516846,2412162.025918752,2412162.025918752
S01,2030-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,27,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2806576.3563765655,7878109.070530712,441174107.94971985,10684685.426907277,14462138.843623433,3615534.7109058583,13653180.489094142,13653180.489094142,2968495.062186865,2968495.062186865
S01,2030-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,28,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2757338.1746857488,7878109.070530712,433295998.87918913,10635447.24521646,14511377.025314251,3627844.2563285627,13640870.943671437,13640870.943671437,3005423.698454976,3005423.698454976
S01,2030-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,29,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2708099.992994932,7878109.070530712,425417889.8086584,10586209.063525643,13868076.007005068,3467019.001751267,13109156.998248734,13109156.998248734,2522947.9347230904,2522947.9347230904
S01,2030-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,30,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2658861.8113041148,7878109.070530712,417539780.7381277,10536970.881834827,14609853.388695884,3652463.347173971,13616251.852826029,13616251.852826029,3079280.9709912017,3079280.9709912017
S01,2030-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,31,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2609623.629613298,7878109.070530712,409661671.667597,10487732.70014401,13966552.370386701,3491638.0925966753,13084537.907403324,13084537.907403324,2596805.207259314,2596805.207259314
S01,2030-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,32,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2560385.447922481,7878109.070530712,401783562.5970663,10438494.518453192,14708329.752077518,3677082.4380193795,13591632.76198062,13591632.76198062,3153138.2435274273,3153138.2435274273
S01,2031-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,33,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2511147.266231664,7878109.070530712,393905453.5265356,10389256.336762376,14757567.933768336,3689391.983442084,13579323.216557916,13579323.216557916,3190066.87979554,3190066.87979554
S01,2031-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,34,0.82,12000,60.0,75.0,8064000,6612480.0,3.5,23143680.0,41328.0,2562336.0,4200000.0,1190246.4,7952582.4,15191097.6,0.0,0.0,0.0,2461909.084540847,7878109.070530712,386027344.45600486,10340018.155071558,12729188.515459152,3182297.128864788,12008800.471135212,12008800.471135212,1668782.3160636537,1668782.3160636537
S01,2031-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,35,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2412670.90285003,7878109.070530712,378149235.38547415,10290779.97338074,14856044.29714997,3714011.0742874923,13554704.125712506,13554704.125712506,3263924.1523317657,3263924.1523317657
S01,2031-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,36,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2363432.721159213,7878109.070530712,370271126.31494343,10241541.791689925,14212743.278840788,3553185.819710197,13022990.180289803,13022990.180289803,2781448.388599878,2781448.388599878
S01,2031-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,37,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2314194.5394683965,7878109.070530712,362393017.2444127,10192303.609999109,14954520.660531603,3738630.1651329007,13530085.034867099,13530085.034867099,3337781.4248679895,3337781.4248679895
S01,2031-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,38,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2264956.357777579,7878109.070530712,354514908.173882,10143065.428308291,14311219.642222421,3577804.9105556053,12998371.089444395,12998371.089444395,2855305.661136104,2855305.661136104
S01,2031-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,39,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2215718.1760867625,7878109.070530712,346636799.1033513,10093827.246617474,15052997.023913236,3763249.255978309,13505465.94402169,13505465.94402169,3411638.697404217,3411638.697404217
S01,2031-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,40,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2166479.994395945,7878109.070530712,338758690.0328206,10044589.064926658,15102235.205604054,3775558.8014010135,13493156.398598986,13493156.398598986,3448567.333672328,3448567.333672328
S01,2031-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,41,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2117241.8127051285,7878109.070530712,330880580.96228987,9995350.88323584,14458934.18729487,3614733.5468237177,12961442.453176282,12961442.453176282,2966091.569940442,2966091.569940442
S01,2031-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,42,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,2068003.6310143115,7878109.070530711,323002471.89175916,9946112.701545022,15200711.568985688,3800177.892246422,13468537.307753578,13468537.307753578,3522424.6062085554,3522424.6062085554
S01,2031-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,43,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,2018765.4493234945,7878109.070530711,315124362.82122844,9896874.519854205,14557410.550676506,3639352.6376691265,12936823.362330873,12936823.362330873,3039948.842476668,3039948.842476668
S01,2031-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.4,0.6,0.075,7,0.2,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,44,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,1969527.2676326777,7878109.070530711,307246253.75069773,9847636.338163389,15299187.932367321,3824796.9830918303,13443918.216908168,13443918.216908168,3596281.878744779,3596281.878744779
S02,2027-01-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,0.0,0.0,-21,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S02,2027-02-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,0.0,0.0,-20,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S02,2027-03-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,0.0,0.0,-19,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S02,2027-04-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,3316390.6445284584,0.0,-18,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316390.6445284584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3316390.6445284584,-3316390.6445284584,0.0
S02,2027-05-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,17457676.017581023,0.0,-17,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17457676.017581023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17457676.017581023,-17457676.017581023,0.0
S02,2027-06-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,23670974.224067587,0.0,-16,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23670974.224067587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23670974.224067587,-23670974.224067587,0.0
S02,2027-07-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,18639894.619459696,0.0,-15,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18639894.619459696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18639894.619459696,-18639894.619459696,0.0
S02,2027-08-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,13608815.014851812,0.0,-14,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13608815.014851812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13608815.014851812,-13608815.014851812,0.0
S02,2027-09-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,10466790.882507797,0.0,-13,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10466790.882507797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10466790.882507797,-10466790.882507797,0.0
S02,2027-10-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,26140636.091857504,0.0,-12,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26140636.091857504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26140636.091857504,-26140636.091857504,0.0
S02,2027-11-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,44831892.07470498,0.0,-11,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44831892.07470498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44831892.07470498,-44831892.07470498,0.0
S02,2027-12-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,79370501.65711725,0.0,-10,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79370501.65711725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79370501.65711725,-79370501.65711725,0.0
S02,2028-01-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,113909111.23952954,0.0,-9,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113909111.23952954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113909111.23952954,-113909111.23952954,0.0
S02,2028-02-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,148447720.8219418,0.0,-8,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78988458.68464595,69459262.13729584,451485.20389242296,0.0,0.0,69910747.34118827,0.0,0.0,0.0,0.0,-148447720.8219418,-78988458.68464595,0.0
S02,2028-03-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,178597012.8035557,0.0,-7,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62508954.48124449,116088058.32231121,1208992.2368127466,0.0,0.0,187207797.90031222,0.0,0.0,0.0,0.0,-178597012.8035557,-62508954.48124449,0.0
S02,2028-04-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,179266464.37724733,0.0,-6,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62743262.53203655,116523201.84521078,1974251.4983458992,0.0,0.0,305705251.2438689,0.0,0.0,0.0,0.0,-179266464.37724733,-62743262.53203656,-1.4901161193847656e-08
S02,2028-05-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,160148271.16329423,0.0,-5,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56051894.90715297,104096376.25614125,2663710.5787500655,0.0,0.0,412465338.0787602,0.0,0.0,0.0,0.0,-160148271.16329423,-56051894.90715298,0.0
S02,2028-06-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,81667143.58640671,0.0,-4,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28583500.255242348,53083643.33116436,3026068.3791645095,0.0,0.0,468575049.7890891,0.0,0.0,0.0,0.0,-81667143.58640671,-28583500.255242348,0.0
S02,2028-07-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,True,False,False,117792362.41483936,36258992.80575539,-3,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41227326.84519377,76565035.56964558,3543410.554831775,0.0,0.0,548683495.9135664,0.0,0.0,0.0,0.0,-117792362.41483936,-41227326.84519377,0.0
S02,2028-08-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,True,True,False,279754673.3017609,215827338.12949637,-2,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97914135.65561631,181840537.6461446,4748406.218138121,0.0,0.0,735272439.7778491,0.0,0.0,0.0,0.0,-279754673.3017609,-97914135.65561631,0.0
S02,2028-09-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,True,True,False,431654676.25899273,431654676.25899273,-1,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151079136.69064745,280575539.5683453,6603011.865750263,0.0,0.0,1022450991.2119447,0.0,0.0,0.0,0.0,-431654676.25899273,-151079136.69064742,0.0
S02,2028-10-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,True,True,True,36258992.80575539,36258992.80575539,0,0.22,1500,7.5,9.15,1116000,245520.0,3.4,834768.0,1497.672,71888.256,5900000.0,41738.4,6013626.656,-5178858.656,12690647.482014386,23568345.323741004,0.0,6799125.687481957,12452611.149234353,1033566725.3864514,19251736.83671631,0.0,0.0,-5178858.656,-41437851.461755395,-37121242.9747307,-24430595.492716312
S02,2028-11-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.35,0.65,0.078,7,0.2,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,True,True,True,0.0,0.0,1,0.2515,3000,15.0,18.3,2160000,543240.0,3.4,1847016.0,3313.764,159060.67200000002,5900000.0,92350.8,6151411.472,-4304395.472,0.0,0.0,0.0,6718183.715011934,12452611.149234354,1021114114.237217,19170794.864246286,0.0,0.0,-4304395.472,-4304395.472,-23475190.336246286,-23475190.336246286
