site_id,month,site_name,region,it_load_mw,pue,total_facility_mw,target_power_ready,target_rfs,initial_gpu_count,target_gpu_count,price_per_gpu_hour,power_cost_per_mwh,fixed_opex_monthly,variable_opex_per_gpu_hour,utilization_at_rfs,utilization_mature,months_to_mature,gpu_ramp_months,equity_pct,debt_pct,debt_rate_annual,debt_tenor_years,minimum_equity_first_pct,commissioning,construction_start,design_complete,power_ready,ready_for_service,site_control,scenario,rfs_month,power_gate_open,commissioning_gate_open,rfs_gate_open,capex_usd,gpu_capex_usd,months_since_rfs,utilization,gpu_online,it_load_online_mw,facility_load_online_mw,gpu_hours_available,gpu_hours_sold,price_per_gpu_hour_scenario,revenue_usd,power_mwh,power_cost_usd,fixed_opex_usd,variable_opex_usd,opex_usd,ebitda_usd,equity_draw_usd,debt_draw_usd,interest_during_construction_usd,cash_interest_usd,principal_repayment_usd,ending_debt_balance_usd,debt_service_usd,taxable_income_proxy_usd,cash_tax_usd,operating_cash_flow_usd,unlevered_free_cash_flow_usd,equity_cash_flow_usd,net_cash_flow_post_financing_usd,grant_funding_usd,customer_prepayment_usd,equipment_finance_usd,sponsor_equity_draw_usd,maintenance_capex_usd,cads_usd,dscr,rolling_12m_cads_usd,rolling_12m_debt_service_usd,rolling_12m_dscr,adjusted_equity_cash_flow_usd,capital_stack
S01,2029-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,18,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4484925.399883436,7328309.4769337205,740159257.1703057,11813234.876817156,12783789.800116563,3195947.450029141,14072767.749970859,14072767.749970859,2259532.8731537033,2259532.8731537033,0.0,0.0,0.0,0.0,512467.2,13560300.54997086,1.1478905389904865,120124533.74736673,144660829.07467163,0.8303874277214348,1747065.673153704,project_finance
S01,2029-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,19,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,4440955.5430218335,7328309.4769337205,732830947.693372,11769265.019955553,12135220.456978166,3033805.1142445416,13542370.885755459,13542370.885755459,1773105.8657999057,1773105.8657999057,0.0,0.0,0.0,0.0,495936.0,13046434.885755459,1.1085173852092192,127365854.26728193,144133190.7923324,0.8836677629012674,1277169.8657999057,project_finance
S01,2029-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,20,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4396985.686160232,7328309.4769337205,725502638.2164383,11725295.163093952,12871729.513839766,3217932.3784599416,14050782.821540058,14050782.821540058,2325487.658446105,2325487.658446105,0.0,0.0,0.0,0.0,512467.2,13538315.621540058,1.1546247180329152,133254113.69669712,143605552.50999317,0.9279175586711682,1813020.458446106,project_finance
S01,2030-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,21,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4353015.829298629,7328309.4769337205,718174328.7395046,11681325.30623235,12915699.370701369,3228924.842675342,14039790.357324656,14039790.357324656,2358465.051092306,2358465.051092306,0.0,0.0,0.0,0.0,512467.2,13527323.157324657,1.1580298298950213,138540356.22611234,143077914.22765395,0.9682861046302239,1845997.851092307,project_finance
S01,2030-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,22,0.82,12000,60.0,75.0,8064000,6612480.0,3.5,23143680.0,41328.0,2562336.0,4200000.0,1190246.4,7952582.4,15191097.6,0.0,0.0,0.0,4309045.972437027,7328309.4769337205,710846019.2625709,11637355.449370747,10882051.627562974,2720512.9068907434,12470584.693109255,12470584.693109255,833229.2437385079,833229.2437385079,0.0,0.0,0.0,0.0,462873.60000000003,12007711.093109256,1.0318247255873356,142758504.2555275,142550275.9453147,1.001460735932161,370355.6437385082,project_finance
S01,2030-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,23,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4265076.115575424,7328309.4769337205,703517709.7856371,11593385.592509145,13003639.084424574,3250909.7711061435,14017805.428893857,14017805.428893857,2424419.836384712,2424419.836384712,0.0,0.0,0.0,0.0,512467.2,13505338.228893857,1.1649175403619876,146840712.9849427,142022637.6629755,1.033924699620075,1911952.6363847125,project_finance
S01,2030-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,24,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,4221106.258713822,7328309.4769337205,696189400.3087034,11549415.735647542,12355069.741286177,3088767.4353215443,13487408.564678457,13487408.564678457,1937992.8290309142,1937992.8290309142,0.0,0.0,0.0,0.0,495936.0,12991472.564678457,1.124859721222085,150204385.4143579,141494999.38063627,1.0615526066069125,1442056.8290309142,project_finance
S01,2030-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,25,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4177136.40185222,7328309.4769337205,688861090.8317697,11505445.87878594,13091578.798147779,3272894.6995369447,13995820.500463054,13995820.500463054,2490374.6216771137,2490374.6216771137,0.0,0.0,0.0,0.0,512467.2,13483353.300463054,1.1719105406704868,153082560.3437731,140967361.09829703,1.0859432931927278,1977907.4216771144,project_finance
S01,2030-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,26,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,4133166.544990618,7328309.4769337205,681532781.354836,11461476.02192434,12443009.455009382,3110752.3637523456,13465423.636247654,13465423.636247654,2003947.6143233143,2003947.6143233143,0.0,0.0,0.0,0.0,495936.0,12969487.636247654,1.131572199901538,155281038.7731883,140439722.8159578,1.1056774797019473,1508011.6143233143,project_finance
S01,2030-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,27,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4089196.6881290153,7328309.4769337205,674204471.8779023,11417506.165062737,13179518.511870984,3294879.627967746,13973835.572032254,13973835.572032254,2556329.4069695175,2556329.4069695175,0.0,0.0,0.0,0.0,512467.2,13461368.372032255,1.179011263705176,156955179.90260348,139912084.53361857,1.1218128900430309,2043862.2069695182,project_finance
S01,2030-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,28,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,4045226.831267413,7328309.4769337205,666876162.4009686,11373536.308201134,13223488.368732587,3305872.0921831466,13962843.107816853,13962843.107816853,2589306.7996157184,2589306.7996157184,0.0,0.0,0.0,0.0,512467.2,13450375.907816853,1.1826028020957888,158027304.1320187,139384446.25127935,1.1337513501838676,2076839.5996157192,project_finance
S01,2030-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,29,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,4001256.9744058107,7328309.4769337205,659547852.9240348,11329566.451339532,12574919.02559419,3143729.7563985474,13432446.243601453,13432446.243601453,2102879.792261921,2102879.792261921,0.0,0.0,0.0,0.0,495936.0,12936510.243601453,1.1418363005472223,158477991.56143388,138856807.96894014,1.141305160902753,1606943.7922619209,project_finance
S01,2030-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,30,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3957287.1175442087,7328309.4769337205,652219543.4471011,11285596.59447793,13311428.082455792,3327857.020613948,13940858.179386051,13940858.179386051,2655261.584908122,2655261.584908122,0.0,0.0,0.0,0.0,512467.2,13428390.979386052,1.1898698369173144,158346081.99084908,138329169.6866009,1.1447049262971691,2142794.384908123,project_finance
S01,2030-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,31,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,3913317.260682606,7328309.4769337205,644891233.9701674,11241626.737616327,12662858.739317395,3165714.6848293487,13410461.315170651,13410461.315170651,2168834.5775543246,2168834.5775543246,0.0,0.0,0.0,0.0,495936.0,12914525.315170651,1.1488128557014379,158214172.42026427,137801531.40426168,1.1481307269083898,1672898.5775543246,project_finance
S01,2030-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,32,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3869347.403821004,7328309.4769337205,637562924.4932337,11197656.880754724,13399367.796178995,3349841.9490447487,13918873.25095525,13918873.25095525,2721216.370200526,2721216.370200526,0.0,0.0,0.0,0.0,512467.2,13406406.05095525,1.1972510136470316,158082262.84967944,137273893.12192243,1.1515828629503182,2208749.1702005267,project_finance
S01,2031-01-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,33,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3825377.5469594016,7328309.4769337205,630234615.0163,11153687.023893122,13443337.653040597,3360834.4132601493,13907880.78673985,13907880.78673985,2754193.762846729,2754193.762846729,0.0,0.0,0.0,0.0,512467.2,13395413.586739851,1.2009852489176507,157950353.27909464,136746254.83958322,1.1550616392703836,2241726.5628467295,project_finance
S01,2031-02-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,34,0.82,12000,60.0,75.0,8064000,6612480.0,3.5,23143680.0,41328.0,2562336.0,4200000.0,1190246.4,7952582.4,15191097.6,0.0,0.0,0.0,3781407.6900977995,7328309.4769337205,622906305.5393662,11109717.16703152,11409689.9099022,2852422.47747555,12338675.12252445,12338675.12252445,1228957.9554929305,1228957.9554929305,0.0,0.0,0.0,0.0,462873.60000000003,11875801.52252445,1.068956242897552,157818443.70850983,136218616.557244,1.1585673654392812,766084.3554929309,project_finance
S01,2031-03-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,35,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3737437.833236197,7328309.4769337205,615577996.0624325,11065747.310169917,13531277.366763802,3382819.3416909506,13885895.85830905,13885895.85830905,2820148.5481391326,2820148.5481391326,0.0,0.0,0.0,0.0,512467.2,13373428.65830905,1.208542747584546,157686534.13792503,135690978.27490476,1.1621003558428042,2307681.3481391333,project_finance
S01,2031-04-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,36,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,3693467.9763745945,7328309.4769337205,608249686.5854988,11021777.453308314,12882708.023625406,3220677.0059063514,13355498.99409365,13355498.99409365,2333721.540785335,2333721.540785335,0.0,0.0,0.0,0.0,495936.0,12859562.99409365,1.1667413036210146,157554624.56734022,135163339.99256554,1.1656609297758274,1837785.540785335,project_finance
S01,2031-05-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,37,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3649498.1195129924,7328309.4769337205,600921377.1085651,10977807.596446713,13619217.080487007,3404804.270121752,13863910.929878248,13863910.929878248,2886103.3334315345,2886103.3334315345,0.0,0.0,0.0,0.0,512467.2,13351443.729878249,1.2162213276720055,157422714.99675542,134635701.7102263,1.1692494115385024,2373636.133431535,project_finance
S01,2031-06-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,38,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,3605528.26265139,7328309.4769337205,593593067.6316314,10933837.73958511,12970647.73734861,3242661.9343371526,13333514.065662848,13333514.065662848,2399676.326077737,2399676.326077737,0.0,0.0,0.0,0.0,495936.0,12837578.065662848,1.1741145580737304,157290805.42617062,134108063.42788707,1.1728661305347194,1903740.326077737,project_finance
S01,2031-07-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,39,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3561558.405789788,7328309.4769337205,586264758.1546977,10889867.882723508,13707156.79421021,3426789.1985525526,13841926.001447447,13841926.001447447,2952058.1187239382,2952058.1187239382,0.0,0.0,0.0,0.0,512467.2,13329458.801447447,1.224023922511887,157158895.85558578,133580425.14554785,1.1765114213729075,2439590.918723939,project_finance
S01,2031-08-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,40,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3517588.5489281854,7328309.4769337205,578936448.6777639,10845898.025861906,13751126.651071813,3437781.6627679532,13830933.537232045,13830933.537232045,2985035.511370139,2985035.511370139,0.0,0.0,0.0,0.0,512467.2,13318466.337232046,1.227972668143692,157026986.28500098,133052786.86320862,1.180185623969231,2472568.31137014,project_finance
S01,2031-09-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,41,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,3473618.6920665833,7328309.4769337205,571608139.2008302,10801928.169000303,13102557.307933416,3275639.326983354,13300536.673016645,13300536.673016645,2498608.5040163416,2498608.5040163416,0.0,0.0,0.0,0.0,495936.0,12804600.673016645,1.1853995391085521,156895076.71441618,132525148.58086939,1.1838890836532494,2002672.5040163416,project_finance
S01,2031-10-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,42,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3429648.835204981,7328309.4769337205,564279829.7238965,10757958.3121387,13839066.364795018,3459766.5911987545,13808948.608801246,13808948.608801246,3050990.296662545,3050990.296662545,0.0,0.0,0.0,0.0,512467.2,13296481.408801246,1.2359669951312429,156763167.14383137,131997510.29853016,1.1876221512761138,2538523.0966625456,project_finance
S01,2031-11-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,43,0.82,12000,60.0,75.0,8640000,7084800.0,3.5,24796800.0,44280.0,2745360.0,4200000.0,1275264.0,8220624.0,16576176.0,0.0,0.0,0.0,3385678.9783433788,7328309.4769337205,556951520.2469628,10713988.4552771,13190497.021656621,3297624.2554141553,13278551.744585846,13278551.744585846,2564563.2893087454,2564563.2893087454,0.0,0.0,0.0,0.0,495936.0,12782615.744585846,1.193077237103971,156631257.57324657,131469872.01619093,1.1913851833213691,2068627.2893087454,project_finance
S01,2031-12-01,Atlas East,Virginia,60,1.25,75.0,2028-01-01,2028-04-01,0,12000,3.5,62,4200000,0.18,0.25,0.82,18,9,0.25,0.75,0.072,10.0,0.15,2028-02-01,2027-06-01,2027-05-01,2028-01-01,2028-04-01,2027-01-01,base,2028-04-01,True,True,True,0.0,0.0,44,0.82,12000,60.0,75.0,8928000,7320960.0,3.5,25623360.0,45756.0,2836872.0,4200000.0,1317772.8,8354644.8,17268715.2,0.0,0.0,0.0,3341709.1214817762,7328309.4769337205,549623210.7700291,10670018.598415498,13927006.078518223,3481751.5196295558,13786963.680370443,13786963.680370443,3116945.081954945,3116945.081954945,0.0,0.0,0.0,0.0,512467.2,13274496.480370443,1.244093096739467,156499348.0026618,130942233.73385172,1.195178542018433,2604477.8819549456,project_finance
S02,2027-01-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,0.0,0.0,-21,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,project_finance
S02,2027-02-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,0.0,0.0,-20,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,project_finance
S02,2027-03-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,0.0,0.0,-19,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,project_finance
S02,2027-04-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,3316390.6445284584,0.0,-18,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316390.6445284584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3316390.6445284584,-3316390.6445284584,0.0,0.0,0.0,165819.53222642292,3316390.6445284584,0.0,0.0,,,,,-3316390.6445284584,project_finance
S02,2027-05-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,17457676.017581023,0.0,-17,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17457676.017581023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17457676.017581023,-17457676.017581023,0.0,0.0,0.0,872883.8008790512,17457676.017581023,0.0,0.0,,,,,-17457676.017581023,project_finance
S02,2027-06-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,23670974.224067587,0.0,-16,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23670974.224067587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23670974.224067587,-23670974.224067587,0.0,0.0,0.0,1183548.7112033793,23670974.224067587,0.0,0.0,,,,,-23670974.224067587,project_finance
S02,2027-07-01,Atlas Central,Texas,90,1.22,109.8,2028-07-01,2028-10-01,0,18000,3.4,48,5900000,0.17,0.22,0.85,20,12,0.25,0.75,0.072,10.0,0.15,2028-08-01,2027-10-01,2027-09-01,2028-07-01,2028-10-01,2027-04-01,base,2028-10-01,False,False,False,18639894.619459696,0.0,-15,0.0,0,0.0,0.0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18639894.619459696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18639894.619459696,-18639894.619459696,0.0,0.0,0.0,931994.7309729848,18639894.619459696,0.0,0.0,,,,,-18639894.619459696,project_finance
